
===== PER-OBJECT: world matrix decomposed =====
TjnQASEQBIHreGe: verts=720 polys=648 size_mm=(16.25,1.90,16.23) center_mm=(8.31,10.09,102.67) mat=pOHYMArkYgGMSvE
gCGRiYiWIxXRhXE: verts=576 polys=504 size_mm=(16.25,1.87,16.23) center_mm=(26.08,8.21,102.67) mat=TJvImvzeubEEDzE
SxeyDDoPvaCZQxB: verts=576 polys=504 size_mm=(16.25,1.87,16.23) center_mm=(8.31,8.21,102.67) mat=TJvImvzeubEEDzE
EdsRvWYVMNVqBab: verts=2088 polys=2329 size_mm=(11.03,1.20,5.21) center_mm=(-0.06,-2.68,4.61) mat=oEGeLQAOjZgdIFG
UXtkILReLwCJaov: verts=550 polys=500 size_mm=(1.05,3.06,18.71) center_mm=(41.30,2.83,74.99) mat=pOHYMArkYgGMSvE

===== TRUE WORLD AABB across ALL mesh vertices (mm) =====
ALL meshes incl. proxies: size_mm = (166.13, 61.09, 118.40)
Excluding low-poly (<=30 poly) proxies: size_mm = (85.22, 16.73, 118.40)

===== Attempt to find the two back-shell meshes and their face normals =====
mjecbCFnfurWWJV: area=191444463.1mm^2 normal=(0.711,-0.640,0.292) size_mm=(76.07,4.13,116.61) minsize_mm=4.127
uWPCbpPKzwJOmUY: area=190529905.7mm^2 normal=(0.045,0.999,0.027) size_mm=(76.07,4.13,116.61) minsize_mm=4.127
UXtsBZYlaUvHoEh: area=173790318.4mm^2 normal=(1.000,-0.000,0.000) size_mm=(77.68,2.45,111.03) minsize_mm=2.453
fapSTOypmavuPic: area=88425437.2mm^2 normal=(0.000,-1.000,0.000) size_mm=(80.16,3.73,115.28) minsize_mm=3.726
hhgAIoCGsHXeDPY: area=86351138.2mm^2 normal=(-0.000,-1.000,0.000) size_mm=(77.39,0.00,112.51) minsize_mm=0.000
UPeNpLgJbcWzHun: area=86023182.9mm^2 normal=(0.000,1.000,-0.000) size_mm=(80.16,3.56,115.28) minsize_mm=3.562
tLtsGCMtMAZfCYN: area=82333849.6mm^2 normal=(-0.000,1.000,-0.000) size_mm=(80.16,4.04,115.28) minsize_mm=4.039
MnPSgwdtGmrkVcg: area=36045110.1mm^2 normal=(0.007,1.000,0.013) size_mm=(63.88,3.69,29.00) minsize_mm=3.689
qyiwePzfWzVHIDO: area=19640593.0mm^2 normal=(0.826,-0.562,0.039) size_mm=(82.45,5.03,117.95) minsize_mm=5.028
jJermpgmctotTSe: area=18889130.5mm^2 normal=(0.721,0.686,-0.100) size_mm=(82.45,5.03,117.95) minsize_mm=5.028
MvKPXGSdYDVvSpk: area=14758910.0mm^2 normal=(-1.000,-0.000,0.000) size_mm=(2.90,8.20,115.58) minsize_mm=2.902
RwQzmCvUWHGlFfV: area=12304190.5mm^2 normal=(-0.423,-0.906,0.000) size_mm=(80.26,4.03,115.85) minsize_mm=4.032
PXwNjghIIgDPXsa: area=12304190.3mm^2 normal=(-0.423,0.906,-0.000) size_mm=(80.26,4.03,115.85) minsize_mm=4.032
svvOILdVxasRAOk: area=8403623.8mm^2 normal=(0.136,0.991,-0.000) size_mm=(81.22,0.78,116.48) minsize_mm=0.782
gjdjMOcCfrwBMYH: area=8401034.1mm^2 normal=(0.136,-0.991,0.000) size_mm=(81.22,0.78,116.48) minsize_mm=0.782

===== Material name -> object name mapping (all) =====
pOHYMArkYgGMSvE -> ['AjfIgUpXxKaENDl', 'FcJBPLgEScWGyXd', 'jJermpgmctotTSe', 'qyiwePzfWzVHIDO', 'TjnQASEQBIHreGe', 'UXtkILReLwCJaov', 'YhaSRqOjDUQrQTc', 'zKTkIrxcXzWwBYK']
DHVeopyQCCjAHKQ -> ['aPxlVqZVqWStoGD', 'JnJdTkxbQgUtLwU', 'xpVpaKuQKnXQhFj']
qmxrEFfOvJSYhQO -> ['BODTjtonsAnwGZC', 'pweTZuphtbJXJdM', 'RsMYVEApMypWrpd']
kUUqfCXsMaJHyje -> ['bsNHOLGaZbhIluH', 'pmvwSuCeZpxeLmT']
ZdlykFGlVXrMgnF -> ['BwdEgNRIvxgoOrX', 'eepRwbmxiYwsBNu', 'eMkYisZsxjfVsku', 'eTOVbDQVsswgAUz', 'JTfSVVYjoeeDWKv', 'MhDPaBaaHkLYESY', 'RfedWPXoFcsOTjI', 'rqynQLtWLECDNtb']
bnbUHmVcBNyhFgl -> ['cIpbiCGlEcdljuC', 'WzRveeKjvQZVqRA']
oEGeLQAOjZgdIFG -> ['EdsRvWYVMNVqBab']
MyBIzTBvbXlVjff -> ['ejUvJHtjfcqjSvM', 'fbvEqfwjsAMSDkr']
nyGbnltkiVgOVaK -> ['FafuGBBSaHXLqhj']
eNDiNFhhBNyrPgP -> ['fapSTOypmavuPic']
yakTRrHfzYtGymu -> ['fdaipPEGAeomuPG', 'jnMRBCmgCrfRBeG']
TJvImvzeubEEDzE -> ['gCGRiYiWIxXRhXE', 'SxeyDDoPvaCZQxB']
AfMuGuGyrRdWvGa -> ['gjdjMOcCfrwBMYH', 'svvOILdVxasRAOk', 'xdyyaajWsatVNxN']
bVtHVUZGvQeXwdh -> ['hhgAIoCGsHXeDPY']
qsaDpVIHURYREdD -> ['hMQYrwNoNcNjoRj']
iWJmrhAGVXsplAU -> ['ieHYvKnnzuKBgyJ', 'pYcHgppzzKEphCf']
udkIoumZEJmNcgx -> ['iKZSoAlRlDlkSEw', 'lJPfQMFXvvcmdtA', 'mjecbCFnfurWWJV', 'PXwNjghIIgDPXsa', 'RwQzmCvUWHGlFfV', 'SCDZMtVjLrcxENj', 'uWPCbpPKzwJOmUY']
qMQBeWGUCGfErnO -> ['itODWJLNRbBbHzD', 'ONfbMSsVikXcwwp']
KZyHFwBbAcpggBF -> ['iUykZAiNlEUXJDD', 'PkkUoNvpaBExwuc']
VnRXIqfJGJZbeXY -> ['MeQNhtSdEDLOoXj', 'zukXlhkizWJIDav']
hpXWDkYkMocrDql -> ['MnPSgwdtGmrkVcg', 'UPeNpLgJbcWzHun']
zzpHLLWMeplrvNu -> ['MrGmthJDWvDlbwX', 'NtYMsWnAcbWQvBP', 'xcCuAfHYtkJLwuT']
yeSylDxiUWUEdUq -> ['msUTSJTbdlDoNLs']
isnmyjbXNQZlHGY -> ['MvKPXGSdYDVvSpk']
kJeamnuzMHYZdFm -> ['nrYKEbuMfByWbND', 'pbUtGkaSVSEWCbb']
lncqqAffdcKCPyc -> ['tkSBzAjLTdhANqx', 'VNIQJMrwFmXgrBf']
nfSKIKcFQpPcaTk -> ['tLtsGCMtMAZfCYN']
djGRseSgLsvgsjU -> ['tnxsltexVWtEjsz']
toNHgGKgNFeCXva -> ['tYVfzVmYBKhfUhm', 'XziVXUmXQoAudpp']
UBwioVSWewZpuRX -> ['UXtsBZYlaUvHoEh']
VKnKoHfJjSdRybB -> ['vTcSkzvfyxWyWLx']
tbdwzjlMQCYGFiW -> ['ZcRVEBTagyUDrqj']
uJFPWgDhmWStPgF -> ['zdStWfgHXiitQgl']

===== Material properties (base color, roughness, metallic if available) =====
{'name': 'AfMuGuGyrRdWvGa', 'base_color_rgba': (0.002, 0.002, 0.002, 1.0), 'metallic': 0.0, 'roughness': 0.5}
{'name': 'bnbUHmVcBNyhFgl', 'base_color_rgba': (0.89, 0.8832, 0.8695, 1.0), 'metallic': 1.0, 'roughness': 0.15000000596046448}
{'name': 'bVtHVUZGvQeXwdh', 'base_color_rgba': (0.0, 0.0, 0.0, 1.0), 'metallic': 0.0, 'roughness': 1.0}
{'name': 'DHVeopyQCCjAHKQ', 'base_color_rgba': (0.0, 0.0, 0.0, 1.0), 'metallic': 0.0, 'roughness': 1.0}
{'name': 'djGRseSgLsvgsjU', 'base_color_rgba': (1.0, 0.974, 0.94, 1.0), 'metallic': 0.10000000149011612, 'roughness': 1.0}
{'name': 'eNDiNFhhBNyrPgP', 'base_color_rgba': (1.0, 0.98, 0.94, 1.0), 'metallic': 0.0, 'roughness': 0.5}
{'name': 'hpXWDkYkMocrDql', 'base_color_rgba': (0.8, 0.8, 0.8, 1.0), 'metallic': 0.10000000149011612, 'roughness': 1.0, 'base_color_texture': 'GSWJxiCgBOzzWvI.jpg'}
{'name': 'isnmyjbXNQZlHGY', 'base_color_rgba': (0.89, 0.8603, 0.801, 1.0), 'metallic': 1.0, 'roughness': 0.5}
{'name': 'iWJmrhAGVXsplAU', 'base_color_rgba': (0.0, 0.0, 0.0, 1.0), 'metallic': 0.0, 'roughness': 0.800000011920929}
{'name': 'kJeamnuzMHYZdFm', 'base_color_rgba': (0.8, 0.8, 0.8, 1.0), 'metallic': 0.0, 'roughness': 0.5, 'base_color_texture': 'FTaCvSOaoEkwlkh.jpg'}
{'name': 'kUUqfCXsMaJHyje', 'base_color_rgba': (0.6, 0.5779, 0.54, 1.0), 'metallic': 1.0, 'roughness': 0.5}
{'name': 'KZyHFwBbAcpggBF', 'base_color_rgba': (0.0, 0.0, 0.0, 1.0), 'metallic': 1.0, 'roughness': 0.10000000149011612}
{'name': 'lncqqAffdcKCPyc', 'base_color_rgba': (0.89, 0.8455, 0.7832, 1.0), 'metallic': 1.0, 'roughness': 0.009999999776482582}
{'name': 'MyBIzTBvbXlVjff', 'base_color_rgba': (0.9, 0.8813, 0.855, 1.0), 'metallic': 0.800000011920929, 'roughness': 1.0}
{'name': 'nfSKIKcFQpPcaTk', 'base_color_rgba': (0.8, 0.8, 0.8, 1.0), 'metallic': 0.10000000149011612, 'roughness': 0.5, 'base_color_texture': 'JPjlyCIBrJGaate.jpg'}
{'name': 'nyGbnltkiVgOVaK', 'base_color_rgba': (0.8, 0.8, 0.8, 1.0), 'metallic': 0.0, 'roughness': 0.5, 'base_color_texture': 'VTnktJhSuvwHttZ.png'}
{'name': 'oEGeLQAOjZgdIFG', 'base_color_rgba': (0.6, 0.5779, 0.54, 1.0), 'metallic': 0.0, 'roughness': 0.5}
{'name': 'pOHYMArkYgGMSvE', 'base_color_rgba': (0.89, 0.8506, 0.7832, 1.0), 'metallic': 1.0, 'roughness': 0.05000000074505806}
{'name': 'qMQBeWGUCGfErnO', 'base_color_rgba': (0.933, 0.8747, 0.793, 1.0), 'metallic': 0.026799999177455902, 'roughness': 0.75}
{'name': 'qmxrEFfOvJSYhQO', 'base_color_rgba': (0.0195, 0.0281, 0.033, 1.0), 'metallic': 1.0, 'roughness': 0.5}
{'name': 'qsaDpVIHURYREdD', 'base_color_rgba': (0.977, 0.9159, 0.8304, 1.0), 'metallic': 0.02500000037252903, 'roughness': 0.5}
{'name': 'tbdwzjlMQCYGFiW', 'base_color_rgba': (0.0, 0.0, 0.0, 1.0), 'metallic': 0.0, 'roughness': 0.6499999761581421}
{'name': 'TJvImvzeubEEDzE', 'base_color_rgba': (0.955, 0.9359, 0.8977, 1.0), 'metallic': 1.0, 'roughness': 1.0}
{'name': 'toNHgGKgNFeCXva', 'base_color_rgba': (1.0, 1.0, 1.0, 1.0), 'metallic': 0.20000000298023224, 'roughness': 0.05000000074505806}
{'name': 'UBwioVSWewZpuRX', 'base_color_rgba': (0.0, 0.0, 0.0, 1.0), 'metallic': 0.0, 'roughness': 1.0}
{'name': 'udkIoumZEJmNcgx', 'base_color_rgba': (0.0, 0.0, 0.0, 1.0), 'metallic': 0.0, 'roughness': 1.0}
{'name': 'uJFPWgDhmWStPgF', 'base_color_rgba': (0.8, 0.8, 0.8, 1.0), 'metallic': 0.0, 'roughness': 0.33000001311302185, 'base_color_texture': 'TvJgPVlZXbHKHmC.png'}
{'name': 'VKnKoHfJjSdRybB', 'base_color_rgba': (0.0, 0.0, 0.0, 1.0), 'metallic': 0.0, 'roughness': 1.0}
{'name': 'VnRXIqfJGJZbeXY', 'base_color_rgba': (0.0, 0.0, 0.0, 1.0), 'metallic': 0.0, 'roughness': 0.05000000074505806}
{'name': 'yakTRrHfzYtGymu', 'base_color_rgba': (0.5, 0.4798, 0.45, 1.0), 'metallic': 0.0, 'roughness': 1.0}
{'name': 'yeSylDxiUWUEdUq', 'base_color_rgba': (1.0, 1.0, 1.0, 1.0), 'metallic': 0.0, 'roughness': 0.25}
{'name': 'ZdlykFGlVXrMgnF', 'base_color_rgba': (0.8, 0.8, 0.8, 1.0), 'metallic': 0.0, 'roughness': 0.0010000000474974513, 'base_color_texture': 'rfsQSaQvLDpPofO.png'}
{'name': 'zzpHLLWMeplrvNu', 'base_color_rgba': (0.0064, 0.0064, 0.01, 1.0), 'metallic': 0.0, 'roughness': 0.6499999761581421}
Blender 5.2.1 LTS (hash 9e2066aef7ef built 2026-08-25 01:35:57)
USD import of '/tmp/duo/device-research/references/iPhone_Duo_e-sim_Star-White_Variant.usdz' took 88.24 ms

Blender quit
